execution_id,control_id,execution_date,status,tested_by,evidence,notes
EXEC_00011230,CTRL_041,2023-07-26,failed,Iris Taylor,checklist_CTRL_041_20230726.pdf,Significant deficiency found
EXEC_00011231,CTRL_041,2023-08-02,passed,Alice Smith,attestation_CTRL_041_20230802.pdf,Compliance verified
EXEC_00011232,CTRL_041,2023-08-09,passed,David Brown,attestation_CTRL_041_20230809.pdf,All checks completed successfully
EXEC_00011233,CTRL_041,2023-08-16,not_applicable,Emma Davis,report_CTRL_041_20230816.pdf,Process not active
EXEC_00011234,CTRL_041,2023-08-23,passed,Frank Miller,attestation_CTRL_041_20230823.pdf,All checks completed successfully
EXEC_00011235,CTRL_041,2023-08-30,failed,Jack Anderson,log_file_CTRL_041_20230830.pdf,Exception identified - requires remediation
EXEC_00011236,CTRL_041,2023-09-06,passed,Emma Davis,log_file_CTRL_041_20230906.pdf,Compliance verified
EXEC_00011237,CTRL_041,2023-09-13,passed,Henry Moore,report_CTRL_041_20230913.pdf,Compliance verified
EXEC_00011238,CTRL_041,2023-09-20,passed,Emma Davis,log_file_CTRL_041_20230920.pdf,No exceptions identified
EXEC_00011239,CTRL_041,2023-09-27,failed,Henry Moore,attestation_CTRL_041_20230927.pdf,Significant deficiency found
EXEC_00011240,CTRL_041,2023-10-04,passed,Jack Anderson,log_file_CTRL_041_20231004.pdf,No exceptions identified
EXEC_00011241,CTRL_041,2023-10-11,passed,Carol Williams,attestation_CTRL_041_20231011.pdf,Compliance verified
EXEC_00011242,CTRL_041,2023-10-18,passed,Alice Smith,checklist_CTRL_041_20231018.pdf,No exceptions identified
EXEC_00011243,CTRL_041,2023-10-25,not_applicable,Jack Anderson,screenshot_CTRL_041_20231025.pdf,Process not active
EXEC_00011244,CTRL_041,2023-11-01,passed,Emma Davis,checklist_CTRL_041_20231101.pdf,All checks completed successfully
EXEC_00011245,CTRL_041,2023-11-08,passed,Iris Taylor,screenshot_CTRL_041_20231108.pdf,All checks completed successfully
EXEC_00011246,CTRL_041,2023-11-15,passed,Grace Wilson,attestation_CTRL_041_20231115.pdf,All checks completed successfully
EXEC_00011247,CTRL_041,2023-11-22,passed,Alice Smith,attestation_CTRL_041_20231122.pdf,No exceptions identified
EXEC_00011248,CTRL_041,2023-11-29,passed,Henry Moore,checklist_CTRL_041_20231129.pdf,All checks completed successfully
EXEC_00011249,CTRL_041,2023-12-06,failed,Henry Moore,log_file_CTRL_041_20231206.pdf,Exception identified - requires remediation
EXEC_00011250,CTRL_041,2023-12-13,passed,Jack Anderson,attestation_CTRL_041_20231213.pdf,Control operating effectively
EXEC_00011251,CTRL_041,2023-12-20,failed,Jack Anderson,screenshot_CTRL_041_20231220.pdf,Non-compliance detected
EXEC_00011252,CTRL_041,2023-12-27,passed,Henry Moore,attestation_CTRL_041_20231227.pdf,Compliance verified
EXEC_00011253,CTRL_041,2024-01-03,passed,Emma Davis,checklist_CTRL_041_20240103.pdf,Control operating effectively
EXEC_00011254,CTRL_041,2024-01-10,passed,Henry Moore,checklist_CTRL_041_20240110.pdf,All checks completed successfully
EXEC_00011255,CTRL_041,2024-01-17,passed,Carol Williams,checklist_CTRL_041_20240117.pdf,Compliance verified
EXEC_00011256,CTRL_041,2024-01-24,failed,Iris Taylor,checklist_CTRL_041_20240124.pdf,Exception identified - requires remediation
EXEC_00011257,CTRL_041,2024-01-31,passed,David Brown,screenshot_CTRL_041_20240131.pdf,Compliance verified
EXEC_00011258,CTRL_041,2024-02-07,passed,Iris Taylor,report_CTRL_041_20240207.pdf,Control operating effectively
EXEC_00011259,CTRL_041,2024-02-14,passed,David Brown,screenshot_CTRL_041_20240214.pdf,Compliance verified
EXEC_00011260,CTRL_041,2024-02-21,passed,Jack Anderson,attestation_CTRL_041_20240221.pdf,Compliance verified
EXEC_00011261,CTRL_041,2024-02-28,passed,Jack Anderson,log_file_CTRL_041_20240228.pdf,Compliance verified
EXEC_00011262,CTRL_041,2024-03-06,passed,Emma Davis,attestation_CTRL_041_20240306.pdf,Compliance verified
EXEC_00011263,CTRL_041,2024-03-13,passed,Frank Miller,screenshot_CTRL_041_20240313.pdf,Compliance verified
EXEC_00011264,CTRL_041,2024-03-20,passed,David Brown,log_file_CTRL_041_20240320.pdf,No exceptions identified
EXEC_00011265,CTRL_041,2024-03-27,passed,Carol Williams,report_CTRL_041_20240327.pdf,Compliance verified
EXEC_00011266,CTRL_041,2024-04-03,passed,Alice Smith,attestation_CTRL_041_20240403.pdf,All checks completed successfully
EXEC_00011267,CTRL_041,2024-04-10,failed,Carol Williams,attestation_CTRL_041_20240410.pdf,Control not operating as designed
EXEC_00011268,CTRL_041,2024-04-17,failed,Iris Taylor,screenshot_CTRL_041_20240417.pdf,Exception identified - requires remediation
EXEC_00011269,CTRL_041,2024-04-24,not_tested,Jack Anderson,,Testing postponed due to resource constraints
EXEC_00011270,CTRL_041,2024-05-01,passed,Grace Wilson,log_file_CTRL_041_20240501.pdf,All checks completed successfully
EXEC_00011271,CTRL_041,2024-05-08,passed,Frank Miller,checklist_CTRL_041_20240508.pdf,Compliance verified
EXEC_00011272,CTRL_041,2024-05-15,passed,Jack Anderson,report_CTRL_041_20240515.pdf,All checks completed successfully
EXEC_00011273,CTRL_041,2024-05-22,not_tested,Jack Anderson,,Testing postponed due to resource constraints
EXEC_00011274,CTRL_041,2024-05-29,passed,Frank Miller,screenshot_CTRL_041_20240529.pdf,No exceptions identified
EXEC_00011275,CTRL_041,2024-06-05,passed,Emma Davis,report_CTRL_041_20240605.pdf,No exceptions identified
EXEC_00011276,CTRL_041,2024-06-12,passed,Frank Miller,attestation_CTRL_041_20240612.pdf,No exceptions identified
EXEC_00011277,CTRL_041,2024-06-19,passed,Carol Williams,checklist_CTRL_041_20240619.pdf,Compliance verified
EXEC_00011278,CTRL_041,2024-06-26,passed,Bob Johnson,screenshot_CTRL_041_20240626.pdf,Compliance verified
EXEC_00011279,CTRL_041,2024-07-03,passed,Jack Anderson,screenshot_CTRL_041_20240703.pdf,Control operating effectively
EXEC_00011280,CTRL_041,2024-07-10,passed,Frank Miller,checklist_CTRL_041_20240710.pdf,No exceptions identified
EXEC_00011281,CTRL_041,2024-07-17,not_tested,Alice Smith,,Scheduled for next period
EXEC_00011282,CTRL_041,2024-07-24,passed,Frank Miller,checklist_CTRL_041_20240724.pdf,Compliance verified
EXEC_00011283,CTRL_041,2024-07-31,not_tested,Bob Johnson,,Scheduled for next period
EXEC_00011284,CTRL_041,2024-08-07,passed,Carol Williams,attestation_CTRL_041_20240807.pdf,No exceptions identified
EXEC_00011285,CTRL_041,2024-08-14,passed,Grace Wilson,log_file_CTRL_041_20240814.pdf,All checks completed successfully
EXEC_00011286,CTRL_041,2024-08-21,passed,Bob Johnson,attestation_CTRL_041_20240821.pdf,No exceptions identified
EXEC_00011287,CTRL_041,2024-08-28,passed,Henry Moore,screenshot_CTRL_041_20240828.pdf,Control operating effectively
EXEC_00011288,CTRL_041,2024-09-04,passed,Frank Miller,screenshot_CTRL_041_20240904.pdf,Control operating effectively
EXEC_00011289,CTRL_041,2024-09-11,passed,Grace Wilson,log_file_CTRL_041_20240911.pdf,No exceptions identified
EXEC_00011290,CTRL_041,2024-09-18,passed,Bob Johnson,screenshot_CTRL_041_20240918.pdf,All checks completed successfully
EXEC_00011291,CTRL_041,2024-09-25,passed,Iris Taylor,log_file_CTRL_041_20240925.pdf,Compliance verified
EXEC_00011292,CTRL_041,2024-10-02,passed,Carol Williams,checklist_CTRL_041_20241002.pdf,No exceptions identified
EXEC_00011293,CTRL_041,2024-10-09,passed,Alice Smith,report_CTRL_041_20241009.pdf,Control operating effectively
EXEC_00011294,CTRL_041,2024-10-16,failed,Iris Taylor,attestation_CTRL_041_20241016.pdf,Exception identified - requires remediation
EXEC_00011295,CTRL_041,2024-10-23,failed,David Brown,log_file_CTRL_041_20241023.pdf,Control not operating as designed
EXEC_00011296,CTRL_041,2024-10-30,passed,Emma Davis,screenshot_CTRL_041_20241030.pdf,No exceptions identified
EXEC_00011297,CTRL_041,2024-11-06,passed,Grace Wilson,screenshot_CTRL_041_20241106.pdf,Compliance verified
EXEC_00011298,CTRL_041,2024-11-13,failed,Alice Smith,checklist_CTRL_041_20241113.pdf,Exception identified - requires remediation
EXEC_00011299,CTRL_041,2024-11-20,failed,David Brown,attestation_CTRL_041_20241120.pdf,Non-compliance detected
EXEC_00011300,CTRL_041,2024-11-27,not_tested,Henry Moore,,Testing postponed due to resource constraints
EXEC_00011301,CTRL_041,2024-12-04,passed,Emma Davis,report_CTRL_041_20241204.pdf,Compliance verified
EXEC_00011302,CTRL_041,2024-12-11,passed,Jack Anderson,report_CTRL_041_20241211.pdf,No exceptions identified
EXEC_00011303,CTRL_041,2024-12-18,passed,Iris Taylor,screenshot_CTRL_041_20241218.pdf,No exceptions identified
EXEC_00011304,CTRL_041,2024-12-25,passed,Frank Miller,log_file_CTRL_041_20241225.pdf,No exceptions identified
EXEC_00011305,CTRL_041,2025-01-01,passed,Frank Miller,report_CTRL_041_20250101.pdf,Control operating effectively
EXEC_00011306,CTRL_041,2025-01-08,passed,Jack Anderson,report_CTRL_041_20250108.pdf,Compliance verified
EXEC_00011307,CTRL_041,2025-01-15,passed,Jack Anderson,log_file_CTRL_041_20250115.pdf,Compliance verified
EXEC_00011308,CTRL_041,2025-01-22,passed,Henry Moore,screenshot_CTRL_041_20250122.pdf,No exceptions identified
EXEC_00011309,CTRL_041,2025-01-29,passed,Alice Smith,screenshot_CTRL_041_20250129.pdf,All checks completed successfully
EXEC_00011310,CTRL_042,2023-02-01,passed,Emma Davis,checklist_CTRL_042_20230201.pdf,No exceptions identified
EXEC_00011311,CTRL_042,2023-05-02,passed,Jack Anderson,log_file_CTRL_042_20230502.pdf,No exceptions identified
EXEC_00011312,CTRL_042,2023-07-31,failed,Carol Williams,attestation_CTRL_042_20230731.pdf,Exception identified - requires remediation
EXEC_00011313,CTRL_042,2023-10-29,passed,Emma Davis,report_CTRL_042_20231029.pdf,All checks completed successfully
EXEC_00011314,CTRL_042,2024-01-27,passed,Carol Williams,screenshot_CTRL_042_20240127.pdf,All checks completed successfully
EXEC_00011315,CTRL_042,2024-04-26,passed,Alice Smith,checklist_CTRL_042_20240426.pdf,Compliance verified
EXEC_00011316,CTRL_042,2024-07-25,passed,Frank Miller,screenshot_CTRL_042_20240725.pdf,All checks completed successfully
EXEC_00011317,CTRL_042,2024-10-23,failed,David Brown,log_file_CTRL_042_20241023.pdf,Control not operating as designed
EXEC_00011318,CTRL_042,2025-01-21,not_tested,Jack Anderson,,System unavailable for testing
EXEC_00011319,CTRL_043,2023-02-01,passed,Frank Miller,log_file_CTRL_043_20230201.pdf,No exceptions identified
EXEC_00011320,CTRL_043,2023-03-03,failed,Grace Wilson,screenshot_CTRL_043_20230303.pdf,Non-compliance detected
EXEC_00011321,CTRL_043,2023-04-02,passed,Frank Miller,checklist_CTRL_043_20230402.pdf,No exceptions identified
EXEC_00011322,CTRL_043,2023-05-02,failed,Henry Moore,attestation_CTRL_043_20230502.pdf,Control not operating as designed
EXEC_00011323,CTRL_043,2023-06-01,failed,David Brown,attestation_CTRL_043_20230601.pdf,Control not operating as designed
EXEC_00011324,CTRL_043,2023-07-01,passed,Emma Davis,screenshot_CTRL_043_20230701.pdf,All checks completed successfully
EXEC_00011325,CTRL_043,2023-07-31,passed,Frank Miller,report_CTRL_043_20230731.pdf,No exceptions identified
EXEC_00011326,CTRL_043,2023-08-30,failed,Iris Taylor,checklist_CTRL_043_20230830.pdf,Control not operating as designed
EXEC_00011327,CTRL_043,2023-09-29,failed,Iris Taylor,report_CTRL_043_20230929.pdf,Non-compliance detected
EXEC_00011328,CTRL_043,2023-10-29,passed,Iris Taylor,screenshot_CTRL_043_20231029.pdf,Compliance verified
EXEC_00011329,CTRL_043,2023-11-28,passed,Alice Smith,report_CTRL_043_20231128.pdf,Compliance verified
EXEC_00011330,CTRL_043,2023-12-28,failed,Jack Anderson,attestation_CTRL_043_20231228.pdf,Non-compliance detected
EXEC_00011331,CTRL_043,2024-01-27,passed,Alice Smith,checklist_CTRL_043_20240127.pdf,No exceptions identified
EXEC_00011332,CTRL_043,2024-02-26,passed,Grace Wilson,screenshot_CTRL_043_20240226.pdf,No exceptions identified
EXEC_00011333,CTRL_043,2024-03-27,passed,Grace Wilson,checklist_CTRL_043_20240327.pdf,All checks completed successfully
EXEC_00011334,CTRL_043,2024-04-26,failed,Carol Williams,checklist_CTRL_043_20240426.pdf,Exception identified - requires remediation
EXEC_00011335,CTRL_043,2024-05-26,not_tested,Iris Taylor,,System unavailable for testing
EXEC_00011336,CTRL_043,2024-06-25,passed,Frank Miller,report_CTRL_043_20240625.pdf,All checks completed successfully
EXEC_00011337,CTRL_043,2024-07-25,passed,Alice Smith,checklist_CTRL_043_20240725.pdf,No exceptions identified
EXEC_00011338,CTRL_043,2024-08-24,failed,Carol Williams,report_CTRL_043_20240824.pdf,Non-compliance detected
EXEC_00011339,CTRL_043,2024-09-23,passed,Jack Anderson,report_CTRL_043_20240923.pdf,Compliance verified
EXEC_00011340,CTRL_043,2024-10-23,not_applicable,David Brown,attestation_CTRL_043_20241023.pdf,Control not applicable for this period
EXEC_00011341,CTRL_043,2024-11-22,passed,Emma Davis,attestation_CTRL_043_20241122.pdf,No exceptions identified
EXEC_00011342,CTRL_043,2024-12-22,passed,Henry Moore,screenshot_CTRL_043_20241222.pdf,Control operating effectively
EXEC_00011343,CTRL_043,2025-01-21,passed,Emma Davis,log_file_CTRL_043_20250121.pdf,No exceptions identified
EXEC_00011344,CTRL_044,2023-02-01,passed,Henry Moore,screenshot_CTRL_044_20230201.pdf,All checks completed successfully
EXEC_00011345,CTRL_044,2023-03-03,passed,Bob Johnson,attestation_CTRL_044_20230303.pdf,All checks completed successfully
EXEC_00011346,CTRL_044,2023-04-02,passed,Carol Williams,report_CTRL_044_20230402.pdf,Control operating effectively
EXEC_00011347,CTRL_044,2023-05-02,failed,Henry Moore,screenshot_CTRL_044_20230502.pdf,Exception identified - requires remediation
EXEC_00011348,CTRL_044,2023-06-01,failed,Jack Anderson,log_file_CTRL_044_20230601.pdf,Control not operating as designed
EXEC_00011349,CTRL_044,2023-07-01,failed,Bob Johnson,checklist_CTRL_044_20230701.pdf,Significant deficiency found
EXEC_00011350,CTRL_044,2023-07-31,passed,Emma Davis,checklist_CTRL_044_20230731.pdf,All checks completed successfully
EXEC_00011351,CTRL_044,2023-08-30,not_applicable,Henry Moore,attestation_CTRL_044_20230830.pdf,Control not applicable for this period
EXEC_00011352,CTRL_044,2023-09-29,passed,Henry Moore,log_file_CTRL_044_20230929.pdf,Compliance verified
EXEC_00011353,CTRL_044,2023-10-29,passed,Alice Smith,attestation_CTRL_044_20231029.pdf,Control operating effectively
EXEC_00011354,CTRL_044,2023-11-28,passed,David Brown,report_CTRL_044_20231128.pdf,All checks completed successfully
EXEC_00011355,CTRL_044,2023-12-28,passed,Grace Wilson,report_CTRL_044_20231228.pdf,Control operating effectively
EXEC_00011356,CTRL_044,2024-01-27,passed,Frank Miller,screenshot_CTRL_044_20240127.pdf,All checks completed successfully
EXEC_00011357,CTRL_044,2024-02-26,passed,Henry Moore,log_file_CTRL_044_20240226.pdf,All checks completed successfully
EXEC_00011358,CTRL_044,2024-03-27,failed,Grace Wilson,checklist_CTRL_044_20240327.pdf,Non-compliance detected
EXEC_00011359,CTRL_044,2024-04-26,passed,Alice Smith,attestation_CTRL_044_20240426.pdf,Compliance verified
EXEC_00011360,CTRL_044,2024-05-26,passed,Emma Davis,screenshot_CTRL_044_20240526.pdf,Control operating effectively
EXEC_00011361,CTRL_044,2024-06-25,passed,Henry Moore,screenshot_CTRL_044_20240625.pdf,Control operating effectively
EXEC_00011362,CTRL_044,2024-07-25,passed,Emma Davis,checklist_CTRL_044_20240725.pdf,No exceptions identified
EXEC_00011363,CTRL_044,2024-08-24,not_applicable,Henry Moore,report_CTRL_044_20240824.pdf,Control not applicable for this period
EXEC_00011364,CTRL_044,2024-09-23,passed,Grace Wilson,report_CTRL_044_20240923.pdf,Compliance verified
EXEC_00011365,CTRL_044,2024-10-23,passed,David Brown,checklist_CTRL_044_20241023.pdf,Compliance verified
EXEC_00011366,CTRL_044,2024-11-22,passed,Jack Anderson,screenshot_CTRL_044_20241122.pdf,All checks completed successfully
EXEC_00011367,CTRL_044,2024-12-22,passed,Iris Taylor,report_CTRL_044_20241222.pdf,All checks completed successfully
EXEC_00011368,CTRL_044,2025-01-21,passed,Carol Williams,attestation_CTRL_044_20250121.pdf,All checks completed successfully
EXEC_00011369,CTRL_045,2023-02-01,passed,Emma Davis,checklist_CTRL_045_20230201.pdf,All checks completed successfully
EXEC_00011370,CTRL_045,2023-02-08,failed,Bob Johnson,checklist_CTRL_045_20230208.pdf,Exception identified - requires remediation
EXEC_00011371,CTRL_045,2023-02-15,failed,Grace Wilson,log_file_CTRL_045_20230215.pdf,Significant deficiency found
EXEC_00011372,CTRL_045,2023-02-22,passed,Grace Wilson,log_file_CTRL_045_20230222.pdf,No exceptions identified
EXEC_00011373,CTRL_045,2023-03-01,passed,Frank Miller,checklist_CTRL_045_20230301.pdf,All checks completed successfully
EXEC_00011374,CTRL_045,2023-03-08,failed,David Brown,checklist_CTRL_045_20230308.pdf,Significant deficiency found
EXEC_00011375,CTRL_045,2023-03-15,failed,Frank Miller,attestation_CTRL_045_20230315.pdf,Non-compliance detected
EXEC_00011376,CTRL_045,2023-03-22,failed,Jack Anderson,report_CTRL_045_20230322.pdf,Exception identified - requires remediation
EXEC_00011377,CTRL_045,2023-03-29,failed,Jack Anderson,attestation_CTRL_045_20230329.pdf,Control not operating as designed
EXEC_00011378,CTRL_045,2023-04-05,failed,Henry Moore,attestation_CTRL_045_20230405.pdf,Non-compliance detected
EXEC_00011379,CTRL_045,2023-04-12,passed,Grace Wilson,log_file_CTRL_045_20230412.pdf,Control operating effectively
EXEC_00011380,CTRL_045,2023-04-19,passed,Alice Smith,attestation_CTRL_045_20230419.pdf,All checks completed successfully
EXEC_00011381,CTRL_045,2023-04-26,passed,David Brown,screenshot_CTRL_045_20230426.pdf,No exceptions identified
EXEC_00011382,CTRL_045,2023-05-03,failed,Alice Smith,log_file_CTRL_045_20230503.pdf,Control not operating as designed
EXEC_00011383,CTRL_045,2023-05-10,passed,Henry Moore,report_CTRL_045_20230510.pdf,All checks completed successfully
EXEC_00011384,CTRL_045,2023-05-17,passed,Grace Wilson,checklist_CTRL_045_20230517.pdf,No exceptions identified
EXEC_00011385,CTRL_045,2023-05-24,passed,Henry Moore,log_file_CTRL_045_20230524.pdf,Control operating effectively
EXEC_00011386,CTRL_045,2023-05-31,failed,Jack Anderson,checklist_CTRL_045_20230531.pdf,Non-compliance detected
EXEC_00011387,CTRL_045,2023-06-07,failed,Bob Johnson,checklist_CTRL_045_20230607.pdf,Control not operating as designed
EXEC_00011388,CTRL_045,2023-06-14,passed,Frank Miller,report_CTRL_045_20230614.pdf,All checks completed successfully
EXEC_00011389,CTRL_045,2023-06-21,passed,Carol Williams,screenshot_CTRL_045_20230621.pdf,All checks completed successfully
EXEC_00011390,CTRL_045,2023-06-28,passed,Frank Miller,attestation_CTRL_045_20230628.pdf,Control operating effectively
EXEC_00011391,CTRL_045,2023-07-05,passed,Carol Williams,checklist_CTRL_045_20230705.pdf,Control operating effectively
EXEC_00011392,CTRL_045,2023-07-12,passed,Alice Smith,attestation_CTRL_045_20230712.pdf,All checks completed successfully
EXEC_00011393,CTRL_045,2023-07-19,failed,Emma Davis,attestation_CTRL_045_20230719.pdf,Exception identified - requires remediation
EXEC_00011394,CTRL_045,2023-07-26,passed,Iris Taylor,checklist_CTRL_045_20230726.pdf,All checks completed successfully
EXEC_00011395,CTRL_045,2023-08-02,passed,Frank Miller,attestation_CTRL_045_20230802.pdf,All checks completed successfully
EXEC_00011396,CTRL_045,2023-08-09,passed,David Brown,report_CTRL_045_20230809.pdf,Compliance verified
EXEC_00011397,CTRL_045,2023-08-16,not_applicable,Henry Moore,checklist_CTRL_045_20230816.pdf,Control not applicable for this period
EXEC_00011398,CTRL_045,2023-08-23,passed,Carol Williams,checklist_CTRL_045_20230823.pdf,All checks completed successfully
EXEC_00011399,CTRL_045,2023-08-30,failed,Iris Taylor,report_CTRL_045_20230830.pdf,Exception identified - requires remediation
EXEC_00011400,CTRL_045,2023-09-06,passed,Bob Johnson,checklist_CTRL_045_20230906.pdf,Compliance verified
EXEC_00011401,CTRL_045,2023-09-13,not_tested,David Brown,,Testing postponed due to resource constraints
EXEC_00011402,CTRL_045,2023-09-20,passed,Carol Williams,checklist_CTRL_045_20230920.pdf,Compliance verified
EXEC_00011403,CTRL_045,2023-09-27,passed,Henry Moore,report_CTRL_045_20230927.pdf,All checks completed successfully
EXEC_00011404,CTRL_045,2023-10-04,passed,Alice Smith,checklist_CTRL_045_20231004.pdf,Compliance verified
EXEC_00011405,CTRL_045,2023-10-11,passed,Grace Wilson,log_file_CTRL_045_20231011.pdf,Compliance verified
EXEC_00011406,CTRL_045,2023-10-18,not_applicable,Emma Davis,report_CTRL_045_20231018.pdf,System not in scope
EXEC_00011407,CTRL_045,2023-10-25,passed,David Brown,log_file_CTRL_045_20231025.pdf,No exceptions identified
EXEC_00011408,CTRL_045,2023-11-01,passed,Jack Anderson,log_file_CTRL_045_20231101.pdf,Control operating effectively
EXEC_00011409,CTRL_045,2023-11-08,passed,Emma Davis,screenshot_CTRL_045_20231108.pdf,No exceptions identified
EXEC_00011410,CTRL_045,2023-11-15,passed,Henry Moore,checklist_CTRL_045_20231115.pdf,Compliance verified
EXEC_00011411,CTRL_045,2023-11-22,passed,Jack Anderson,checklist_CTRL_045_20231122.pdf,Compliance verified
EXEC_00011412,CTRL_045,2023-11-29,failed,David Brown,attestation_CTRL_045_20231129.pdf,Non-compliance detected
EXEC_00011413,CTRL_045,2023-12-06,passed,Grace Wilson,report_CTRL_045_20231206.pdf,Control operating effectively
EXEC_00011414,CTRL_045,2023-12-13,failed,David Brown,checklist_CTRL_045_20231213.pdf,Exception identified - requires remediation
EXEC_00011415,CTRL_045,2023-12-20,passed,Alice Smith,attestation_CTRL_045_20231220.pdf,No exceptions identified
EXEC_00011416,CTRL_045,2023-12-27,failed,Alice Smith,checklist_CTRL_045_20231227.pdf,Exception identified - requires remediation
EXEC_00011417,CTRL_045,2024-01-03,passed,Bob Johnson,attestation_CTRL_045_20240103.pdf,Compliance verified
EXEC_00011418,CTRL_045,2024-01-10,failed,David Brown,screenshot_CTRL_045_20240110.pdf,Control not operating as designed
EXEC_00011419,CTRL_045,2024-01-17,passed,Emma Davis,checklist_CTRL_045_20240117.pdf,Compliance verified
EXEC_00011420,CTRL_045,2024-01-24,passed,Jack Anderson,checklist_CTRL_045_20240124.pdf,All checks completed successfully
EXEC_00011421,CTRL_045,2024-01-31,failed,Frank Miller,attestation_CTRL_045_20240131.pdf,Non-compliance detected
EXEC_00011422,CTRL_045,2024-02-07,passed,David Brown,screenshot_CTRL_045_20240207.pdf,No exceptions identified
EXEC_00011423,CTRL_045,2024-02-14,passed,Carol Williams,attestation_CTRL_045_20240214.pdf,All checks completed successfully
EXEC_00011424,CTRL_045,2024-02-21,passed,Iris Taylor,attestation_CTRL_045_20240221.pdf,All checks completed successfully
EXEC_00011425,CTRL_045,2024-02-28,passed,Grace Wilson,checklist_CTRL_045_20240228.pdf,All checks completed successfully
EXEC_00011426,CTRL_045,2024-03-06,passed,David Brown,report_CTRL_045_20240306.pdf,All checks completed successfully
EXEC_00011427,CTRL_045,2024-03-13,passed,Bob Johnson,attestation_CTRL_045_20240313.pdf,Control operating effectively
EXEC_00011428,CTRL_045,2024-03-20,passed,David Brown,log_file_CTRL_045_20240320.pdf,Control operating effectively
EXEC_00011429,CTRL_045,2024-03-27,passed,Frank Miller,checklist_CTRL_045_20240327.pdf,All checks completed successfully
EXEC_00011430,CTRL_045,2024-04-03,passed,Iris Taylor,checklist_CTRL_045_20240403.pdf,Compliance verified
EXEC_00011431,CTRL_045,2024-04-10,passed,David Brown,log_file_CTRL_045_20240410.pdf,Compliance verified
EXEC_00011432,CTRL_045,2024-04-17,passed,Emma Davis,report_CTRL_045_20240417.pdf,Compliance verified
EXEC_00011433,CTRL_045,2024-04-24,passed,Carol Williams,report_CTRL_045_20240424.pdf,Compliance verified
EXEC_00011434,CTRL_045,2024-05-01,failed,David Brown,report_CTRL_045_20240501.pdf,Significant deficiency found
EXEC_00011435,CTRL_045,2024-05-08,passed,Emma Davis,screenshot_CTRL_045_20240508.pdf,Control operating effectively
EXEC_00011436,CTRL_045,2024-05-15,passed,Iris Taylor,screenshot_CTRL_045_20240515.pdf,No exceptions identified
EXEC_00011437,CTRL_045,2024-05-22,passed,Alice Smith,attestation_CTRL_045_20240522.pdf,Control operating effectively
EXEC_00011438,CTRL_045,2024-05-29,passed,Frank Miller,report_CTRL_045_20240529.pdf,Compliance verified
EXEC_00011439,CTRL_045,2024-06-05,passed,Iris Taylor,attestation_CTRL_045_20240605.pdf,All checks completed successfully
EXEC_00011440,CTRL_045,2024-06-12,passed,Frank Miller,log_file_CTRL_045_20240612.pdf,Control operating effectively
EXEC_00011441,CTRL_045,2024-06-19,passed,Henry Moore,checklist_CTRL_045_20240619.pdf,Control operating effectively
EXEC_00011442,CTRL_045,2024-06-26,passed,Carol Williams,log_file_CTRL_045_20240626.pdf,All checks completed successfully
EXEC_00011443,CTRL_045,2024-07-03,passed,Iris Taylor,checklist_CTRL_045_20240703.pdf,Compliance verified
EXEC_00011444,CTRL_045,2024-07-10,not_applicable,David Brown,log_file_CTRL_045_20240710.pdf,Control not applicable for this period
EXEC_00011445,CTRL_045,2024-07-17,passed,Bob Johnson,attestation_CTRL_045_20240717.pdf,Compliance verified
EXEC_00011446,CTRL_045,2024-07-24,not_tested,Emma Davis,,System unavailable for testing
EXEC_00011447,CTRL_045,2024-07-31,passed,Carol Williams,screenshot_CTRL_045_20240731.pdf,No exceptions identified
EXEC_00011448,CTRL_045,2024-08-07,passed,Jack Anderson,checklist_CTRL_045_20240807.pdf,No exceptions identified
EXEC_00011449,CTRL_045,2024-08-14,not_tested,Bob Johnson,,Scheduled for next period
EXEC_00011450,CTRL_045,2024-08-21,passed,Henry Moore,log_file_CTRL_045_20240821.pdf,All checks completed successfully
EXEC_00011451,CTRL_045,2024-08-28,passed,David Brown,log_file_CTRL_045_20240828.pdf,Control operating effectively
EXEC_00011452,CTRL_045,2024-09-04,passed,Emma Davis,log_file_CTRL_045_20240904.pdf,No exceptions identified
EXEC_00011453,CTRL_045,2024-09-11,passed,Alice Smith,log_file_CTRL_045_20240911.pdf,All checks completed successfully
EXEC_00011454,CTRL_045,2024-09-18,passed,Frank Miller,checklist_CTRL_045_20240918.pdf,No exceptions identified
EXEC_00011455,CTRL_045,2024-09-25,passed,Iris Taylor,report_CTRL_045_20240925.pdf,Compliance verified
EXEC_00011456,CTRL_045,2024-10-02,passed,Emma Davis,attestation_CTRL_045_20241002.pdf,Compliance verified
EXEC_00011457,CTRL_045,2024-10-09,passed,Bob Johnson,screenshot_CTRL_045_20241009.pdf,Control operating effectively
EXEC_00011458,CTRL_045,2024-10-16,passed,Henry Moore,checklist_CTRL_045_20241016.pdf,All checks completed successfully
EXEC_00011459,CTRL_045,2024-10-23,passed,David Brown,screenshot_CTRL_045_20241023.pdf,No exceptions identified
EXEC_00011460,CTRL_045,2024-10-30,passed,Iris Taylor,screenshot_CTRL_045_20241030.pdf,Control operating effectively
EXEC_00011461,CTRL_045,2024-11-06,not_tested,Frank Miller,,System unavailable for testing
EXEC_00011462,CTRL_045,2024-11-13,failed,Iris Taylor,attestation_CTRL_045_20241113.pdf,Exception identified - requires remediation
